class	method	code_bytes	status	source_file
KPlayer	SellItem	257	PORT	Sources/Core/Src/KPlayer.cpp
KPlayer	GetFeeType	253	RE	
KPlayer	AddBaseDexterity	252	PORT	Sources/Core/Src/KPlayer.cpp
KPlayer	CheckAndReviveOnDeath	249	RE	
KPlayer	SyncTradeState	243	PORT	Sources/Core/Src/KPlayer.cpp
KPlayer	AddFaction	238	PORT	Sources/Core/Src/KPlayer.cpp
KPlayer	Give	233	RE	
KPlayer	SyncGoldCoin	228	RE	
KPlayer	CheckPlayerAround	225	RE	
KPlayer	NotifyUiProgressBar	224	RE	
KPlayer	Watch	224	RE	
KPlayer	S2CExecuteScript	223	PORT	Sources/Core/Src/KPlayer.cpp
KPlayer	SetTeamState	223	PORT	Sources/Core/Src/KPlayer.cpp
KPlayer	FindAroundPlayer	218	PORT	Sources/Core/Src/KPlayer.cpp
KPlayer	ShowPersonInfo	218	RE	
KPlayer	LevelAddBaseStaminaMax	210	PORT	Sources/Core/Src/KPlayer.cpp
KPlayer	UpdataCurData	205	PORT	Sources/Core/Src/KPlayer.cpp
KPlayer	AddBaseStrength	204	PORT	Sources/Core/Src/KPlayer.cpp
KPlayer	NewPlayerGetBaseAttribute	198	PORT	Sources/Core/Src/KPlayer.cpp
KPlayer	ChatAddFriend	197	RE	
KPlayer	AddLeadExp	194	PORT	Sources/Core/Src/KPlayer.cpp
KPlayer	DisWatch	190	RE	
KPlayer	SetAForbitSkill	190	RE	
KPlayer	ChatRefuseFriend	189	RE	
KPlayer	OnDbLoaded	189	RE	
KPlayer	Rename	187	RE	
KPlayer	SetNpcPhysicsDamage	168	PORT	Sources/Core/Src/KPlayer.cpp
KPlayer	GetWeaponEnhance	160	RE	
KPlayer	SavePlayerFightSkillList	160	PORT	Sources/Core/Src/KPlayerDBFuns.cpp
KPlayer	CheckTryoutTimeout	159	RE	
KPlayer	ChangeCurVitality	157	PORT	Sources/Core/Src/KPlayer.cpp
KPlayer	ForbitUseSkill	154	RE	
KPlayer	SetPartnerBagLevel	154	RE	
KPlayer	ServerDivideItem	150	RE	
KPlayer	IsCheckValueValid	149	RE	
KPlayer	ChatFriendOnLine	147	RE	
KPlayer	SetTaskValue	147	RE	
KPlayer	SetLastNetOperationTime	146	PORT	Sources/Core/Src/KPlayer.cpp
KPlayer	LevelsUp	145	RE	
KPlayer	BackToTownPortal	144	PORT	Sources/Core/Src/KPlayer.cpp
KPlayer	SetBaseSpeedAndRadius	140	PORT	Sources/Core/Src/KPlayer.cpp
KPlayer	AddBaseAttribute	139	PORT	Sources/Core/Src/KPlayer.cpp
KPlayer	CheckTrade	139	RE	
KPlayer	Save	131	PORT	Sources/Core/Src/KPlayer.cpp
KPlayer	TradeMoveMoney	125	PORT	Sources/Core/Src/KPlayer.cpp
KPlayer	ForceLeaveTong	123	RE	
KPlayer	GetRandomTaskTime	121	RE	
KPlayer	OfflineQuit	121	RE	
KPlayer	GetAllChannels	120	RE	
KPlayer	OnEnterNewMap	119	RE	
KPlayer	OnLeaveCurMap	119	RE	
KPlayer	CanSave	118	PORT	Sources/Core/Src/KPlayer.cpp
KPlayer	CurFactionOpenSkill	118	RE	
KPlayer	LevelAddBaseLifeMax	118	PORT	Sources/Core/Src/KPlayer.cpp
KPlayer	LevelAddBaseManaMax	118	PORT	Sources/Core/Src/KPlayer.cpp
KPlayer	SetPK	112	PORT	Sources/Core/Src/KPlayer.cpp
KPlayer	AddExtPoint	109	PORT	Sources/Core/Src/KPlayer.cpp
KPlayer	ActivateRandomTaskEvent	108	RE	
KPlayer	PayExtPoint	106	PORT	Sources/Core/Src/KPlayer.cpp
KPlayer	EnterChannel	102	RE	
KPlayer	IsOfflineTimeout	101	RE	
KPlayer	CheckLeftTalkTimeCount	100	RE	
KPlayer	LeaveChannel	100	RE	
KPlayer	SendFactionData	99	PORT	Sources/Core/Src/KPlayer.cpp
KPlayer	ChangeCurEngergy	98	PORT	Sources/Core/Src/KPlayer.cpp
KPlayer	OnQuit	97	RE	
KPlayer	Dispense	96	RE	
KPlayer	LoadPlayerBaseInfo	96	PORT	Sources/Core/Src/KPlayerDBFuns.cpp
KPlayer	LeaveCurFaction	94	PORT	Sources/Core/Src/KPlayer.cpp
KPlayer	CheckGlobalTrade	92	RE	
KPlayer	SetDisabledFuncFlag	91	RE	
KPlayer	KickOut	88	RE	
KPlayer	SetPortrait	88	RE	
KPlayer	ChangeCurDexterity	87	PORT	Sources/Core/Src/KPlayer.cpp
KPlayer	GetMateName	87	RE	
KPlayer	SyncTaskValueToClient	85	RE	
KPlayer	TradeApplyClose	84	PORT	Sources/Core/Src/KPlayer.cpp
KPlayer	SyncIsCheckNpcBarrier	81	RE	
KPlayer	ThrowAwayMedicineFromEquipmentRoom	79	RE	
KPlayer	ProcessStallProtocol	78	RE	
KPlayer	OnLogin	76	RE	
KPlayer	PrePay	76	PORT	Sources/Core/Src/KPlayer.cpp
KPlayer	GetCanSwitchHorseTime	74	RE	
KPlayer	CheckTradeFromTireSystem	72	RE	
KPlayer	ClearAllChannels	72	RE	
KPlayer	ConsumeLeftTalkTimeCount	70	RE	
KPlayer	Msg2Player	70	RE	
KPlayer	SetMateName	69	RE	
KPlayer	GetAllEquipValue	68	RE	
KPlayer	_AddItemToList	65	RE	
KPlayer	DoScriptAction	62	PORT	Sources/Core/Src/KPlayer.cpp
KPlayer	IsLoginTimeOut	59	PORT	Sources/Core/Src/KPlayer.cpp
KPlayer	SetNpcDefence	58	PORT	Sources/Core/Src/KPlayer.cpp
KPlayer	TeamAutoChangeCaption	58	RE	
KPlayer	LoginTimeOut	57	PORT	Sources/Core/Src/KPlayer.cpp
KPlayer	CanChangeCurCamp	55	RE	
KPlayer	ChatResendAllFriend	55	RE	
KPlayer	FindAroundNpc	52	PORT	Sources/Core/Src/KPlayer.cpp
KPlayer	SetNpcAttackRating	52	PORT	Sources/Core/Src/KPlayer.cpp
KPlayer	SyncBalance	50	RE	
KPlayer	CleanConnectionStatus	49	RE	
KPlayer	SendData	49	RE	
KPlayer	OnOffline	48	RE	
KPlayer	SetTimer	48	PORT	Sources/Core/Src/KPlayer.cpp
KPlayer	AddTempTaskValue	45	RE	
KPlayer	ChatDeleteFriend	45	RE	
KPlayer	ChatRedeleteFriend	45	RE	
KPlayer	ChatSendOneFriendData	45	RE	
KPlayer	Earn	45	PORT	Sources/Core/Src/KPlayer.cpp
KPlayer	UpdateExtPoint	45	RE	
KPlayer	SetBaseAttackRating	44	PORT	Sources/Core/Src/KPlayer.cpp
KPlayer	GetCurrentMap	43	RE	
KPlayer	CreateTeam	42	PORT	Sources/Core/Src/KPlayer.cpp
KPlayer	ServerSendChat	41	RE	
KPlayer	TaskSetSaveVal	41	RE	
KPlayer	RegisterProcessEvent	40	RE	
KPlayer	SetBaseDefence	40	PORT	Sources/Core/Src/KPlayer.cpp
KPlayer	ChangePlayerCamp	38	PORT	Sources/Core/Src/KPlayer.cpp
KPlayer	ClearScriptAnswers	38	RE	
KPlayer	Shutdown	38	RE	
KPlayer	Pay	36	PORT	Sources/Core/Src/KPlayer.cpp
KPlayer	CheckTrading	34	PORT	Sources/Core/Src/KPlayer.cpp
KPlayer	CloseTimer	34	PORT	Sources/Core/Src/KPlayer.cpp
KPlayer	GetDeathRevivalPos	32	PORT	Sources/Core/Src/KPlayer.cpp
KPlayer	GetDisabledFuncFlag	32	RE	
KPlayer	GetLoginRevivalPos	32	PORT	Sources/Core/Src/KPlayer.cpp
KPlayer	ReCalcState	31	PORT	Sources/Core/Src/KPlayer.cpp
KPlayer	SetExtPoint	30	PORT	Sources/Core/Src/KPlayer.cpp
KPlayer	ChatSetTakeChannel	29	RE	
KPlayer	WaitForRemove	28	PORT	Sources/Core/Src/KPlayer.cpp
KPlayer	ChangeExpEnhanceV	26	RE	
KPlayer	IsWaitingRemove	26	PORT	Sources/Core/Src/KPlayer.cpp
KPlayer	SetAccountLeftTime	26	RE	
KPlayer	SetPlayerIndex	26	PORT	Sources/Core/Src/KPlayer.cpp
KPlayer	SavePlayerLifeSkilllList	25	RE	
KPlayer	GetMyNpc	24	RE	
KPlayer	GetExtPoint	22	PORT	Sources/Core/Src/KPlayer.cpp
KPlayer	GetExtPointChanged	22	PORT	Sources/Core/Src/KPlayer.cpp
KPlayer	SetRenascenceCount	22	RE	
KPlayer	ChangeCurStrength	21	PORT	Sources/Core/Src/KPlayer.cpp
KPlayer	AddProgressBar	20	RE	
KPlayer	DelProgressBar	20	RE	
KPlayer	GetFactionName	20	PORT	Sources/Core/Src/KPlayer.cpp
KPlayer	GetLastAddFactionName	20	RE	
KPlayer	TaskGetClearVal	20	RE	
KPlayer	TaskGetSaveVal	20	RE	
KPlayer	TaskSetClearVal	20	RE	
KPlayer	PrepareOfflineQuit	18	RE	
KPlayer	AddBaseLucky	17	PORT	Sources/Core/Src/KPlayer.cpp
KPlayer	Change120SKillExpEnhanceP	17	RE	
KPlayer	ChangeCurLucky	17	RE	
KPlayer	ChangeExpEnhanceP	17	RE	
KPlayer	GetEquipMantleLevel	16	RE	
KPlayer	TaskClearTempVal	16	RE	
KPlayer	GetEngergyDamage	14	RE	
KPlayer	IsExchangingServer	14	PORT	Sources/Core/Src/KPlayer.cpp
KPlayer	IsOfflineLive	14	RE	
KPlayer	IsOfflineQuit	14	RE	
KPlayer	SetNpcDamageAttrib	9	PORT	Sources/Core/Src/KPlayer.cpp
KPlayer	AddDBPlayer	7	PORT	Sources/Core/Src/KPlayerDBFuns.cpp
KPlayer	AddLuckyStar	5	RE	
KPlayer	ProcessMsg	5	PORT	Sources/Core/Src/KPlayer.cpp
KPlayer	RemoveLuckyStar	5	RE	
KNpc	ReceiveDamage	4158	PORT	Sources/Core/Src/KNpc.cpp
KNpc	SetStateSkillEffect	3099	PORT	Sources/Core/Src/KNpc.cpp
KNpc	KNpc	2988	PORT	Sources/Core/Src/KNpc.cpp
KNpc	CalcDamage	2693	PORT	Sources/Core/Src/KNpc.cpp
KNpc	ChangeWorld	2538	PORT	Sources/Core/Src/KNpc.cpp
KNpc	DeathPunish	2282	PORT	Sources/Core/Src/KNpc.cpp
KNpc	ProcessState	2276	PORT	Sources/Core/Src/KNpc.cpp
KNpc	GetNpcCopyFromTemplate	2187	PORT	Sources/Core/Src/KNpc.cpp
KNpc	ResetAttribWithoutEnhance	2033	RE	
KNpc	Init	1988	PORT	Sources/Core/Src/KNpc.cpp
KNpc	RestoreNpcBaseInfo	1807	PORT	Sources/Core/Src/KNpc.cpp
KNpc	DoDeath	1392	PORT	Sources/Core/Src/KNpc.cpp
KNpc	NormalSync	1390	PORT	Sources/Core/Src/KNpc.cpp
KNpc	LoadDataFromTemplate	1231	PORT	Sources/Core/Src/KNpc.cpp
KNpc	TeamShareItemModePunish	1207	RE	
KNpc	MovePos	1001	RE	
KNpc	OnDeathProcess	968	RE	
KNpc	AppendSkillEffect	955	PORT	Sources/Core/Src/KNpc.cpp
KNpc	SendSyncData	942	PORT	Sources/Core/Src/KNpc.cpp
KNpc	LoseMoney	910	RE	
KNpc	DeathCalcPKValue	891	PORT	Sources/Core/Src/KNpc.cpp
KNpc	DoKnockBack	888	RE	
KNpc	Revive	868	PORT	Sources/Core/Src/KNpc.cpp
KNpc	DoRevive	851	PORT	Sources/Core/Src/KNpc.cpp
KNpc	SyncPlayer	832	RE	
KNpc	KilledByNpc	805	RE	
KNpc	LoseSingleItem	794	RE	
KNpc	DoSkill	693	PORT	Sources/Core/Src/KNpc.cpp
KNpc	ClearStateSkillEffect	646	PORT	Sources/Core/Src/KNpc.cpp
KNpc	TestMovePos	633	RE	
KNpc	ChangeFeature_Disguise	632	RE	
KNpc	ServeMove	626	RE	
KNpc	CastAura	582	RE	
KNpc	DoHurt	565	PORT	Sources/Core/Src/KNpc.cpp
KNpc	RestoreFeature	541	RE	
KNpc	SetPos	541	PORT	Sources/Core/Src/KNpc.cpp
KNpc	ExecuteScript	527	RE	
KNpc	CmdListSubLife	522	RE	
KNpc	TurnTo	517	PORT	Sources/Core/Src/KNpc.cpp
KNpc	NewJump	502	PORT	Sources/Core/Src/KNpc.cpp
KNpc	BroadCastState	489	RE	
KNpc	CalcPhysicsAttribDamage	488	RE	
KNpc	AddPoisonState	476	RE	
KNpc	SyncAttributes	473	RE	
KNpc	AddSkillEnhance	472	RE	
KNpc	CastMeleeSkill	447	PORT	Sources/Core/Src/KNpc.cpp
KNpc	CmdListActive	444	RE	
KNpc	OnJumpAttack	434	PORT	Sources/Core/Src/KNpc.cpp
KNpc	DoOrdinSkill	431	PORT	Sources/Core/Src/KNpc.cpp
KNpc	SendDataToNearRegion	420	PORT	Sources/Core/Src/KNpc.cpp
KNpc	RemoveStateSkillEffect	414	RE	
KNpc	ProcCommand	412	PORT	Sources/Core/Src/KNpc.cpp
KNpc	CmdListCheckCmdOpeType	388	RE	
KNpc	Activate	386	PORT	Sources/Core/Src/KNpc.cpp
KNpc	CalcPoisonAttribDamage	374	RE	
KNpc	ExecuteScriptWithValist	360	RE	
KNpc	DoMovePos	343	RE	
KNpc	PlayerDeadCreateMoneyObj	338	PORT	Sources/Core/Src/KNpc.cpp
KNpc	ProcStatus	333	PORT	Sources/Core/Src/KNpc.cpp
KNpc	DoRun	328	PORT	Sources/Core/Src/KNpc.cpp
KNpc	DoRunAttack	323	PORT	Sources/Core/Src/KNpc.cpp
KNpc	CalcColdAttribDamage	321	RE	
KNpc	OnRunAttack	312	PORT	Sources/Core/Src/KNpc.cpp
KNpc	AppendBossProp	311	RE	
KNpc	SyncFeatureData	311	RE	
KNpc	UpdateNpcStateInfo	308	PORT	Sources/Core/Src/KNpc.cpp
KNpc	SyncPos	307	RE	
KNpc	DoManyAttack	306	PORT	Sources/Core/Src/KNpc.cpp
KNpc	CalcLightAttribDamage	299	RE	
KNpc	CheckTrap	291	PORT	Sources/Core/Src/KNpc.cpp
KNpc	CalcFireAttribDamage	287	RE	
KNpc	BroadCastMsg	279	RE	
KNpc	DoJumpAttack	276	PORT	Sources/Core/Src/KNpc.cpp
KNpc	OnSkill	276	PORT	Sources/Core/Src/KNpc.cpp
KNpc	SyncNotify	274	RE	
KNpc	OnSpecial1	272	PORT	Sources/Core/Src/KNpc.cpp
KNpc	SetAuraSkill	268	PORT	Sources/Core/Src/KNpc.cpp
KNpc	ServeJump	267	RE	
KNpc	ClearNormalState	258	PORT	Sources/Core/Src/KNpc.cpp
KNpc	DoJump	243	PORT	Sources/Core/Src/KNpc.cpp
KNpc	SetFightMode	241	PORT	Sources/Core/Src/KNpc.cpp
KNpc	CmdListPushCmd	227	RE	
KNpc	DoStand	227	PORT	Sources/Core/Src/KNpc.cpp
KNpc	OnManyAttack	227	PORT	Sources/Core/Src/KNpc.cpp
KNpc	OnKnockBack	223	RE	
KNpc	SetNextSkillCastTime	222	RE	
KNpc	DoWalk	209	PORT	Sources/Core/Src/KNpc.cpp
KNpc	ReCalcStateEffect	208	PORT	Sources/Core/Src/KNpc.cpp
KNpc	DoBlurAttack	206	PORT	Sources/Core/Src/KNpc.cpp
KNpc	Load	204	PORT	Sources/Core/Src/KNpc.cpp
KNpc	DoAttack	198	RE	
KNpc	OnRandMove	197	RE	
KNpc	OnHurt	195	PORT	Sources/Core/Src/KNpc.cpp
KNpc	OnRun	192	PORT	Sources/Core/Src/KNpc.cpp
KNpc	SetActiveSkill	192	PORT	Sources/Core/Src/KNpc.cpp
KNpc	SyncSkillFailed	191	RE	
KNpc	SyncNpcMinPlayer	190	RE	
KNpc	CheckHitTarget	183	PORT	Sources/Core/Src/KNpc.cpp
KNpc	DoMagic	182	RE	
KNpc	DoSit	179	PORT	Sources/Core/Src/KNpc.cpp
KNpc	CheckPlayerAround	176	RE	
KNpc	DoPlayerTalk	161	RE	
KNpc	GetMaxResist	160	RE	
KNpc	SearchAroundID	160	PORT	Sources/Core/Src/KNpc.cpp
KNpc	SyncCastState	157	RE	
KNpc	OnSpecial2	149	PORT	Sources/Core/Src/KNpc.cpp
KNpc	SyncNoChangeSpeed	149	RE	
KNpc	SetHide	146	RE	
KNpc	SetCamp	144	PORT	Sources/Core/Src/KNpc.cpp
KNpc	SetCurrentCamp	144	PORT	Sources/Core/Src/KNpc.cpp
KNpc	GetCurActiveWeaponSkill	140	PORT	Sources/Core/Src/KNpc.cpp
KNpc	ChangeFeature	138	RE	
KNpc	AddStateInfo	122	RE	
KNpc	Remove	120	PORT	Sources/Core/Src/KNpc.cpp
KNpc	Translate	120	RE	
KNpc	SetRideHorse	118	RE	
KNpc	GetActiveSkill	117	PORT	Sources/Core/Src/KNpc.cpp
KNpc	TobeExchangeServer	116	PORT	Sources/Core/Src/KNpc.cpp
KNpc	ModifyAllMaxRes	115	RE	
KNpc	SyncProcessAI	114	RE	
KNpc	CmdListGetHead	108	RE	
KNpc	Cost	105	PORT	Sources/Core/Src/KNpc.cpp
KNpc	SyncTmpCamp	105	RE	
KNpc	ClearHideState	101	RE	
KNpc	CmdListPopHead	99	RE	
KNpc	SyncNetCommand	97	RE	
KNpc	ClearSomeMagicAttrib	94	RE	
KNpc	GetStateSkillEffect	93	RE	
KNpc	JumpTo	90	PORT	Sources/Core/Src/KNpc.cpp
KNpc	BroadCastNetCommand	89	RE	
KNpc	OnMovePos	89	RE	
KNpc	AppendMagicAttrib	86	RE	
KNpc	BroadCastRevive	81	PORT	Sources/Core/Src/KNpc.cpp
KNpc	DoIdle	80	PORT	Sources/Core/Src/KNpc.cpp
KNpc	GetNameID	80	RE	
KNpc	ModifyAttrib	80	PORT	Sources/Core/Src/KNpc.cpp
KNpc	SetImmediatelySkillEffect	80	PORT	Sources/Core/Src/KNpc.cpp
KNpc	AddCurStaminaMax	78	PORT	Sources/Core/Src/KNpc.cpp
KNpc	SendCommand	78	PORT	Sources/Core/Src/KNpc.cpp
KNpc	AddBaseStaminaMax	77	PORT	Sources/Core/Src/KNpc.cpp
KNpc	CmdListClear	76	RE	
KNpc	OnWalk	76	PORT	Sources/Core/Src/KNpc.cpp
KNpc	SetMaxResist	75	RE	
KNpc	RankIdSync	74	RE	
KNpc	OnDeath	73	PORT	Sources/Core/Src/KNpc.cpp
KNpc	SetNpcMangonelParam	70	RE	
KNpc	ClearNpcState	64	PORT	Sources/Core/Src/KNpc.cpp
KNpc	RestoreSomeMagicAttrib	63	RE	
KNpc	Goto	61	PORT	Sources/Core/Src/KNpc.cpp
KNpc	OnJump	61	PORT	Sources/Core/Src/KNpc.cpp
KNpc	RunTo	61	PORT	Sources/Core/Src/KNpc.cpp
KNpc	ClearSkillEnhance	58	RE	
KNpc	ModifyMissleCollsion	54	PORT	Sources/Core/Src/KNpc.cpp
KNpc	GetNpcPowerType	53	RE	
KNpc	IsHide4Npc	53	RE	
KNpc	CalcCurRes	51	RE	
KNpc	BroadCastRankId	50	RE	
KNpc	ClearProcessAI	49	RE	
KNpc	IsReachFrame	48	PORT	Sources/Core/Src/KNpc.cpp
KNpc	OnRevive	47	PORT	Sources/Core/Src/KNpc.cpp
KNpc	WaitForFrame	47	PORT	Sources/Core/Src/KNpc.cpp
KNpc	SetProcessAI	46	RE	
KNpc	SetPlayerIdx	45	PORT	Sources/Core/Src/KNpc.cpp
KNpc	ModifyMissleMissRate	43	RE	
KNpc	OnSit	43	PORT	Sources/Core/Src/KNpc.cpp
KNpc	GetEngergyDamage	41	RE	
KNpc	SetNpcSiegeVoitureParam	35	RE	
KNpc	ModifyMissleSpeed	33	PORT	Sources/Core/Src/KNpc.cpp
KNpc	GetMyPlayer	32	RE	
KNpc	NewPath	31	PORT	Sources/Core/Src/KNpc.cpp
KNpc	RestoreCurrentCamp	29	PORT	Sources/Core/Src/KNpc.cpp
KNpc	SetPortrait	29	RE	
KNpc	SetTmpCamp	28	RE	
KNpc	AddCurLifeMax	27	PORT	Sources/Core/Src/KNpc.cpp
KNpc	AddCurManaMax	27	PORT	Sources/Core/Src/KNpc.cpp
KNpc	SetPhysicsDamage	26	PORT	Sources/Core/Src/KNpc.cpp
KNpc	GetPlayerIdx	24	PORT	Sources/Core/Src/KNpc.cpp
KNpc	IsCommandExist	23	RE	
KNpc	SetBaseAttackRating	23	PORT	Sources/Core/Src/KNpc.cpp
KNpc	SetBaseDefence	23	PORT	Sources/Core/Src/KNpc.cpp
KNpc	IsFeatureChanged	22	RE	
KNpc	SetSeries	21	PORT	Sources/Core/Src/KNpc.cpp
KNpc	AddBaseLifeMax	17	PORT	Sources/Core/Src/KNpc.cpp
KNpc	AddBaseManaMax	17	PORT	Sources/Core/Src/KNpc.cpp
KNpc	GetCurrentCamp	14	RE	
KNpc	DoDefense	9	PORT	Sources/Core/Src/KNpc.cpp
KNpc	DoSpecial1	9	PORT	Sources/Core/Src/KNpc.cpp
KNpc	OnStand	9	PORT	Sources/Core/Src/KNpc.cpp
KNpc	ModifyMissleLifeTime	8	PORT	Sources/Core/Src/KNpc.cpp
KNpc	DoSpecial2	5	PORT	Sources/Core/Src/KNpc.cpp
KNpc	DoSpecial3	5	PORT	Sources/Core/Src/KNpc.cpp
KNpc	DoSpecial4	5	RE	
KNpc	OnDefense	5	PORT	Sources/Core/Src/KNpc.cpp
KNpc	OnIdle	5	PORT	Sources/Core/Src/KNpc.cpp
KNpc	OnPlayerTalk	5	RE	
KNpc	OnSpecial3	5	PORT	Sources/Core/Src/KNpc.cpp
KNpc	OnSpecial4	5	RE	
KNpc	RestoreLiveData	5	PORT	Sources/Core/Src/KNpc.cpp
KItemList	ExchangeItemHand	4630	RE	
KItemList	ThrowAwayAllMedicine	3876	RE	
KItemList	EatMecidine	2077	RE	
KItemList	Add	1838	PORT	Sources/Core/Src/KItemList.cpp
KItemList	ConstantLoseItemFromEquipmentRoom	1790	RE	
